"eventrecordid","providername","providerguid","eventid","version","level","keywords","task","opcode","createdsystemtime","correlationactivityid","correlationrelatedactivityid","executionprocessid","executionthreadid","channel","computer","securityuserid","evtrenderdata"
ï»¿"28","Microsoft-Windows-Directory-Services-SAM","{0D4FDC09-8C27-494A-BDA0-505E4FD8ADAE}","16977","0","INFORMATION"," ","0","0","1688073661","{87A91B10-AACF-0002-901B-A987CFAAD901}"," ","700","812","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Directory-Services-SAM' Guid='{0d4fdc09-8c27-494a-bda0-505e4fd8adae}'/><EventID>16977</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:01.7405401Z'/><EventRecordID>28</EventRecordID><Correlation ActivityID='{87a91b10-aacf-0002-901b-a987cfaad901}'/><Execution ProcessID='700' ThreadID='812'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData Name='SAMMSG_MINPWDLEN_SETTINGS_IN_EFFECT'><Data Name='MinimumPasswordLength'>0</Data><Data Name='RelaxMinimumPasswordLengthLimits'>0</Data><Data Name='MinimumPasswordLengthAudit'>-1</Data></EventData></Event>"
ï»¿"29","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073663"," "," ","824","936","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:03.2963985Z'/><EventRecordID>29</EventRecordID><Correlation/><Execution ProcessID='824' ThreadID='936'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>31</Data><Data Name='HiveName'>\SystemRoot\System32\Config\BBI</Data><Data Name='KeysUpdated'>1</Data><Data Name='DirtyPages'>1</Data></EventData></Event>"
ï»¿"30","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688073663"," "," ","4","300","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:03.5555136Z'/><EventRecordID>30</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='300'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>5</Data><Data Name='DeviceName'>wcifs</Data><Data Name='DeviceTime'>1989-06-10T06:43:09.0000000Z</Data></EventData></Event>"
ï»¿"31","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688073664"," "," ","4","132","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.0776927Z'/><EventRecordID>31</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='132'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>5</Data><Data Name='DeviceName'>luafv</Data><Data Name='DeviceTime'>2041-09-19T13:13:33.0000000Z</Data></EventData></Event>"
ï»¿"32","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688073664"," "," ","4","132","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.1012294Z'/><EventRecordID>32</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='132'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>6</Data><Data Name='DeviceName'>CldFlt</Data><Data Name='DeviceTime'>2065-07-23T23:07:43.0000000Z</Data></EventData></Event>"
ï»¿"33","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","1","0","INFORMATION"," ","0","0","1688073664"," "," ","4","132","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>1</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.1012419Z'/><EventRecordID>33</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='132'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>6</Data><Data Name='DeviceName'>CldFlt</Data><Data Name='DeviceTime'>2065-07-23T23:07:43.0000000Z</Data></EventData></Event>"
ï»¿"34","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688073664"," "," ","4","132","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.1012960Z'/><EventRecordID>34</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='132'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>6</Data><Data Name='DeviceName'>CldFlt</Data><Data Name='DeviceTime'>2065-07-23T23:07:43.0000000Z</Data></EventData></Event>"
ï»¿"35","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688073664"," "," ","4","132","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.1214357Z'/><EventRecordID>35</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='132'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>10</Data><Data Name='DeviceName'>storqosflt</Data><Data Name='DeviceTime'>2007-04-10T02:08:30.0000000Z</Data></EventData></Event>"
ï»¿"36","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688073664"," "," ","4","132","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.1458459Z'/><EventRecordID>36</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='132'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>7</Data><Data Name='DeviceName'>bindflt</Data><Data Name='DeviceTime'>2001-11-10T12:51:01.0000000Z</Data></EventData></Event>"
ï»¿"37","Microsoft-Windows-Dhcp-Client","{15A7A4F8-0072-4EAB-ABAD-F98A4D666AED}","50036","0","INFORMATION"," ","4","68","1688073664"," "," ","1596","1616","System","WIN-VBFV11TS5L1","S-1-5-19","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Dhcp-Client' Guid='{15a7a4f8-0072-4eab-abad-f98a4d666aed}'/><EventID>50036</EventID><Version>0</Version><Level>4</Level><Task>4</Task><Opcode>68</Opcode><Keywords>0x2000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.2128647Z'/><EventRecordID>37</EventRecordID><Correlation/><Execution ProcessID='1596' ThreadID='1616'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-19'/></System><EventData></EventData></Event>"
ï»¿"38","Microsoft-Windows-Dhcp-Client","{15A7A4F8-0072-4EAB-ABAD-F98A4D666AED}","50103","0","INFORMATION"," ","4","129","1688073664"," "," ","1596","1616","System","WIN-VBFV11TS5L1","S-1-5-19","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Dhcp-Client' Guid='{15a7a4f8-0072-4eab-abad-f98a4d666aed}'/><EventID>50103</EventID><Version>0</Version><Level>4</Level><Task>4</Task><Opcode>129</Opcode><Keywords>0x2000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.2129104Z'/><EventRecordID>38</EventRecordID><Correlation/><Execution ProcessID='1596' ThreadID='1616'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-19'/></System><EventData></EventData></Event>"
ï»¿"39","Microsoft-Windows-DHCPv6-Client","{6A1F2B00-6A90-4C38-95A5-5CAB3B056778}","51046","0","INFORMATION"," ","4","62","1688073664"," "," ","1596","1808","System","WIN-VBFV11TS5L1","S-1-5-19","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-DHCPv6-Client' Guid='{6a1f2b00-6a90-4c38-95a5-5cab3b056778}'/><EventID>51046</EventID><Version>0</Version><Level>4</Level><Task>4</Task><Opcode>62</Opcode><Keywords>0x2000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:04.3726376Z'/><EventRecordID>39</EventRecordID><Correlation/><Execution ProcessID='1596' ThreadID='1808'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-19'/></System><EventData></EventData></Event>"
ï»¿"40","Service Control Manager","{555908D1-A6D7-4695-8E1E-26931D2012F4}","3221232495","0","ERROR"," ","0","0","1688073665"," "," ","680","808","System","WIN-VBFV11TS5L1"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Service Control Manager' Guid='{555908d1-a6d7-4695-8e1e-26931d2012f4}' EventSourceName='Service Control Manager'/><EventID Qualifiers='49152'>7023</EventID><Version>0</Version><Level>2</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8080000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:05.5642216Z'/><EventRecordID>40</EventRecordID><Correlation/><Execution ProcessID='680' ThreadID='808'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security/></System><EventData><Data Name='param1'>netprofm</Data><Data Name='param2'>%%21</Data><Binary>6E0065007400700072006F0066006D000000</Binary></EventData></Event>"
ï»¿"41","Workstation"," ","3261","0","INFORMATION"," ","0","0","1688073675"," "," ","0","0","System","WIN-VBFV11TS5L1"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Workstation'/><EventID Qualifiers='0'>3261</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:15.8923233Z'/><EventRecordID>41</EventRecordID><Correlation/><Execution ProcessID='0' ThreadID='0'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security/></System><EventData><Data>WORKGROUP</Data></EventData></Event>"
ï»¿"42","Service Control Manager","{555908D1-A6D7-4695-8E1E-26931D2012F4}","3221232498","0","INFORMATION"," ","0","0","1688073675"," "," ","680","684","System","WIN-VBFV11TS5L1"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Service Control Manager' Guid='{555908d1-a6d7-4695-8e1e-26931d2012f4}' EventSourceName='Service Control Manager'/><EventID Qualifiers='49152'>7026</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8080000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:15.0329424Z'/><EventRecordID>42</EventRecordID><Correlation/><Execution ProcessID='680' ThreadID='684'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security/></System><EventData><Data Name='param1'>
CSC
dam</Data></EventData></Event>"
ï»¿"43","Microsoft-Windows-Kernel-PnP","{9C205A39-1250-487D-ABD7-E831C6290539}","225","0","WARNING"," ","223","0","1688073676"," "," ","4","116","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-PnP' Guid='{9c205a39-1250-487d-abd7-e831c6290539}'/><EventID>225</EventID><Version>0</Version><Level>3</Level><Task>223</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:16.2751010Z'/><EventRecordID>43</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='116'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='ProcessId'>4</Data><Data Name='ProcessNameLength'>6</Data><Data Name='ProcessName'>System</Data><Data Name='DeviceInstanceLength'>61</Data><Data Name='DeviceInstance'>PCI\VEN_1000&amp;DEV_0054&amp;SUBSYS_197615AD&amp;REV_01\4&amp;2509f6e&amp;0&amp;00A8</Data></EventData></Event>"
ï»¿"44","Microsoft-Windows-Kernel-PnP","{9C205A39-1250-487D-ABD7-E831C6290539}","225","0","WARNING"," ","223","0","1688073676"," "," ","4","116","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-PnP' Guid='{9c205a39-1250-487d-abd7-e831c6290539}'/><EventID>225</EventID><Version>0</Version><Level>3</Level><Task>223</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:16.2751047Z'/><EventRecordID>44</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='116'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='ProcessId'>364</Data><Data Name='ProcessNameLength'>49</Data><Data Name='ProcessName'>\Device\HarddiskVolume2\Windows\System32\smss.exe</Data><Data Name='DeviceInstanceLength'>61</Data><Data Name='DeviceInstance'>PCI\VEN_1000&amp;DEV_0054&amp;SUBSYS_197615AD&amp;REV_01\4&amp;2509f6e&amp;0&amp;00A8</Data></EventData></Event>"
ï»¿"45","Microsoft-Windows-Kernel-PnP","{9C205A39-1250-487D-ABD7-E831C6290539}","225","0","WARNING"," ","223","0","1688073676"," "," ","4","116","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-PnP' Guid='{9c205a39-1250-487d-abd7-e831c6290539}'/><EventID>225</EventID><Version>0</Version><Level>3</Level><Task>223</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:16.2751069Z'/><EventRecordID>45</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='116'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='ProcessId'>412</Data><Data Name='ProcessNameLength'>51</Data><Data Name='ProcessName'>\Device\HarddiskVolume2\Windows\System32\sppsvc.exe</Data><Data Name='DeviceInstanceLength'>61</Data><Data Name='DeviceInstance'>PCI\VEN_1000&amp;DEV_0054&amp;SUBSYS_197615AD&amp;REV_01\4&amp;2509f6e&amp;0&amp;00A8</Data></EventData></Event>"
ï»¿"46","Microsoft-Windows-Kernel-PnP","{9C205A39-1250-487D-ABD7-E831C6290539}","225","0","WARNING"," ","223","0","1688073676"," "," ","4","116","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-PnP' Guid='{9c205a39-1250-487d-abd7-e831c6290539}'/><EventID>225</EventID><Version>0</Version><Level>3</Level><Task>223</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:16.2751084Z'/><EventRecordID>46</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='116'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='ProcessId'>440</Data><Data Name='ProcessNameLength'>52</Data><Data Name='ProcessName'>\Device\HarddiskVolume2\Windows\System32\svchost.exe</Data><Data Name='DeviceInstanceLength'>61</Data><Data Name='DeviceInstance'>PCI\VEN_1000&amp;DEV_0054&amp;SUBSYS_197615AD&amp;REV_01\4&amp;2509f6e&amp;0&amp;00A8</Data></EventData></Event>"
ï»¿"47","Microsoft-Windows-Kernel-PnP","{9C205A39-1250-487D-ABD7-E831C6290539}","225","0","WARNING"," ","223","0","1688073676"," "," ","4","116","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-PnP' Guid='{9c205a39-1250-487d-abd7-e831c6290539}'/><EventID>225</EventID><Version>0</Version><Level>3</Level><Task>223</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:16.2751096Z'/><EventRecordID>47</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='116'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='ProcessId'>444</Data><Data Name='ProcessNameLength'>48</Data><Data Name='ProcessName'>\Device\HarddiskVolume2\Windows\System32\dwm.exe</Data><Data Name='DeviceInstanceLength'>61</Data><Data Name='DeviceInstance'>PCI\VEN_1000&amp;DEV_0054&amp;SUBSYS_197615AD&amp;REV_01\4&amp;2509f6e&amp;0&amp;00A8</Data></EventData></Event>"
ï»¿"48","Microsoft-Windows-Kernel-PnP","{9C205A39-1250-487D-ABD7-E831C6290539}","225","0","WARNING"," ","223","0","1688073676"," "," ","4","116","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-PnP' Guid='{9c205a39-1250-487d-abd7-e831c6290539}'/><EventID>225</EventID><Version>0</Version><Level>3</Level><Task>223</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:16.2751109Z'/><EventRecordID>48</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='116'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='ProcessId'>468</Data><Data Name='ProcessNameLength'>50</Data><Data Name='ProcessName'>\Device\HarddiskVolume2\Windows\System32\csrss.exe</Data><Data Name='DeviceInstanceLength'>61</Data><Data Name='DeviceInstance'>PCI\VEN_1000&amp;DEV_0054&amp;SUBSYS_197615AD&amp;REV_01\4&amp;2509f6e&amp;0&amp;00A8</Data></EventData></Event>"
